
# Shape identification bit vs |ieta|,shape,E. Dummy LUT without shape veto
# Index is compressedShape+compressedE<<4+compressedIeta<<8. 
# Compression version is v4
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V5 12 1 </header>

0 1  # abs(compressedIeta)=0, compressedE=0, compressedShape=0
2410 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=10
2411 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=11
2412 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=12
2413 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=13
2414 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=14
2415 1  # abs(compressedIeta)=9, compressedE=6, compressedShape=15
2416 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=0
2417 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=1
2418 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=2
2419 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=3
2420 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=4
2421 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=5
2422 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=6
2423 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=7
2424 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=8
2425 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=9
2426 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=10
2427 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=11
2428 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=12
2429 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=13
2430 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=14
2431 1  # abs(compressedIeta)=9, compressedE=7, compressedShape=15
2432 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=0
2433 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=1
2434 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=2
2435 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=3
2436 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=4
2437 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=5
2438 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=6
2439 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=7
2440 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=8
2441 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=9
2442 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=10
2443 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=11
2444 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=12
2445 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=13
2446 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=14
2447 1  # abs(compressedIeta)=9, compressedE=8, compressedShape=15
2448 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=0
2449 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=1
2450 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=2
2451 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=3
2452 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=4
2453 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=5
2454 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=6
2455 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=7
2456 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=8
2457 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=9
2458 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=10
2459 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=11
2460 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=12
2461 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=13
2462 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=14
2463 1  # abs(compressedIeta)=9, compressedE=9, compressedShape=15
2464 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=0
2465 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=1
2466 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=2
2467 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=3
2468 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=4
2469 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=5
2470 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=6
2471 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=7
2472 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=8
2473 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=9
2474 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=10
2475 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=11
2476 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=12
2477 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=13
2478 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=14
2479 1  # abs(compressedIeta)=9, compressedE=10, compressedShape=15
2480 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=0
2481 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=1
2482 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=2
2483 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=3
2484 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=4
2485 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=5
2486 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=6
2487 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=7
2488 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=8
2489 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=9
2490 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=10
2491 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=11
2492 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=12
2493 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=13
2494 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=14
2495 1  # abs(compressedIeta)=9, compressedE=11, compressedShape=15
2496 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=0
2497 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=1
2498 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=2
2499 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=3
2500 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=4
2501 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=5
2502 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=6
2503 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=7
2504 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=8
2505 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=9
2506 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=10
2507 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=11
2508 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=12
2509 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=13
2510 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=14
2511 1  # abs(compressedIeta)=9, compressedE=12, compressedShape=15
2512 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=0
2513 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=1
2514 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=2
2515 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=3
2516 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=4
2517 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=5
2518 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=6
2519 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=7
2520 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=8
2521 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=9
2522 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=10
2523 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=11
2524 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=12
2525 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=13
2526 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=14
2527 1  # abs(compressedIeta)=9, compressedE=13, compressedShape=15
2528 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=0
2529 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=1
2530 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=2
2531 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=3
2532 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=4
2533 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=5
2534 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=6
2535 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=7
2536 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=8
2537 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=9
2538 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=10
2539 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=11
2540 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=12
2541 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=13
2542 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=14
2543 1  # abs(compressedIeta)=9, compressedE=14, compressedShape=15
2544 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=0
2545 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=1
2546 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=2
2547 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=3
2548 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=4
2549 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=5
2550 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=6
2551 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=7
2552 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=8
2553 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=9
2554 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=10
2555 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=11
2556 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=12
2557 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=13
2558 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=14
2559 1  # abs(compressedIeta)=9, compressedE=15, compressedShape=15
2560 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=0
2561 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=1
2562 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=2
2563 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=3
2564 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=4
2565 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=5
2566 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=6
2567 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=7
2568 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=8
2569 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=9
2570 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=10
2571 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=11
2572 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=12
2573 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=13
2574 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=14
2575 1  # abs(compressedIeta)=10, compressedE=0, compressedShape=15
2576 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=0
2577 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=1
2578 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=2
2579 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=3
2580 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=4
2581 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=5
2582 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=6
2583 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=7
2584 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=8
2585 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=9
2586 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=10
2587 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=11
2588 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=12
2589 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=13
2590 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=14
2591 1  # abs(compressedIeta)=10, compressedE=1, compressedShape=15
2592 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=0
2593 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=1
2594 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=2
2595 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=3
2596 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=4
2597 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=5
2598 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=6
2599 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=7
2600 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=8
2601 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=9
2602 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=10
2603 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=11
2604 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=12
2605 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=13
2606 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=14
2607 1  # abs(compressedIeta)=10, compressedE=2, compressedShape=15
2608 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=0
2609 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=1
2610 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=2
2611 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=3
2612 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=4
2613 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=5
2614 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=6
2615 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=7
2616 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=8
2617 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=9
2618 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=10
2619 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=11
2620 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=12
2621 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=13
2622 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=14
2623 1  # abs(compressedIeta)=10, compressedE=3, compressedShape=15
2624 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=0
2625 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=1
2626 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=2
2627 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=3
2628 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=4
2629 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=5
2630 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=6
2631 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=7
2632 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=8
2633 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=9
2634 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=10
2635 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=11
2636 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=12
2637 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=13
2638 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=14
2639 1  # abs(compressedIeta)=10, compressedE=4, compressedShape=15
2640 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=0
2641 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=1
2642 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=2
2643 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=3
2644 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=4
2645 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=5
2646 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=6
2647 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=7
2648 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=8
2649 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=9
2650 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=10
2651 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=11
2652 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=12
2653 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=13
2654 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=14
2655 1  # abs(compressedIeta)=10, compressedE=5, compressedShape=15
2656 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=0
2657 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=1
2658 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=2
2659 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=3
2660 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=4
2661 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=5
2662 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=6
2663 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=7
2664 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=8
2665 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=9
2666 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=10
2667 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=11
2668 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=12
2669 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=13
2670 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=14
2671 1  # abs(compressedIeta)=10, compressedE=6, compressedShape=15
2672 1  # abs(compressedIeta)=10, compressedE=7, compressedShape=0
2673 1  # abs(compressedIeta)=10, compressedE=7, compressedShape=1
2674 1  # abs(compressedIeta)=10, compressedE=7, compressedShape=2
2675 1  # abs(compressedIeta)=10, compressedE=7, compressedShape=3
2676 1  # abs(compressedIeta)=10, compressedE=7, compressedShape=4
