# e/g max H/E vs |ieta| and hwPt
# Index is (|ieta|-1)*256+hwPt. 
# Cuts corresponding to 99.5% efficiency.
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V1 13 9 </header>

0 66 # ieta=1, ET=0, H/E<=0.12890625
4018 511 # ieta=16, ET=178, H/E<=0.998046875
4019 511 # ieta=16, ET=179, H/E<=0.998046875
4020 511 # ieta=16, ET=180, H/E<=0.998046875
4021 511 # ieta=16, ET=181, H/E<=0.998046875
4022 511 # ieta=16, ET=182, H/E<=0.998046875
4023 511 # ieta=16, ET=183, H/E<=0.998046875
4024 511 # ieta=16, ET=184, H/E<=0.998046875
4025 511 # ieta=16, ET=185, H/E<=0.998046875
4026 511 # ieta=16, ET=186, H/E<=0.998046875
4027 511 # ieta=16, ET=187, H/E<=0.998046875
4028 511 # ieta=16, ET=188, H/E<=0.998046875
4029 511 # ieta=16, ET=189, H/E<=0.998046875
4030 511 # ieta=16, ET=190, H/E<=0.998046875
4031 511 # ieta=16, ET=191, H/E<=0.998046875
4032 511 # ieta=16, ET=192, H/E<=0.998046875
4033 511 # ieta=16, ET=193, H/E<=0.998046875
4034 511 # ieta=16, ET=194, H/E<=0.998046875
4035 511 # ieta=16, ET=195, H/E<=0.998046875
4036 511 # ieta=16, ET=196, H/E<=0.998046875
4037 511 # ieta=16, ET=197, H/E<=0.998046875
4038 511 # ieta=16, ET=198, H/E<=0.998046875
4039 511 # ieta=16, ET=199, H/E<=0.998046875
4040 511 # ieta=16, ET=200, H/E<=0.998046875
4041 511 # ieta=16, ET=201, H/E<=0.998046875
4042 511 # ieta=16, ET=202, H/E<=0.998046875
4043 511 # ieta=16, ET=203, H/E<=0.998046875
4044 511 # ieta=16, ET=204, H/E<=0.998046875
4045 511 # ieta=16, ET=205, H/E<=0.998046875
4046 511 # ieta=16, ET=206, H/E<=0.998046875
4047 511 # ieta=16, ET=207, H/E<=0.998046875
4048 511 # ieta=16, ET=208, H/E<=0.998046875
4049 511 # ieta=16, ET=209, H/E<=0.998046875
4050 511 # ieta=16, ET=210, H/E<=0.998046875
4051 511 # ieta=16, ET=211, H/E<=0.998046875
4052 511 # ieta=16, ET=212, H/E<=0.998046875
4053 511 # ieta=16, ET=213, H/E<=0.998046875
4054 511 # ieta=16, ET=214, H/E<=0.998046875
4055 511 # ieta=16, ET=215, H/E<=0.998046875
4056 511 # ieta=16, ET=216, H/E<=0.998046875
4057 511 # ieta=16, ET=217, H/E<=0.998046875
4058 511 # ieta=16, ET=218, H/E<=0.998046875
4059 511 # ieta=16, ET=219, H/E<=0.998046875
4060 511 # ieta=16, ET=220, H/E<=0.998046875
4061 511 # ieta=16, ET=221, H/E<=0.998046875
4062 511 # ieta=16, ET=222, H/E<=0.998046875
4063 511 # ieta=16, ET=223, H/E<=0.998046875
4064 511 # ieta=16, ET=224, H/E<=0.998046875
4065 511 # ieta=16, ET=225, H/E<=0.998046875
4066 511 # ieta=16, ET=226, H/E<=0.998046875
4067 511 # ieta=16, ET=227, H/E<=0.998046875
4068 511 # ieta=16, ET=228, H/E<=0.998046875
4069 511 # ieta=16, ET=229, H/E<=0.998046875
4070 511 # ieta=16, ET=230, H/E<=0.998046875
4071 511 # ieta=16, ET=231, H/E<=0.998046875
4072 511 # ieta=16, ET=232, H/E<=0.998046875
4073 511 # ieta=16, ET=233, H/E<=0.998046875
4074 511 # ieta=16, ET=234, H/E<=0.998046875
4075 511 # ieta=16, ET=235, H/E<=0.998046875
4076 511 # ieta=16, ET=236, H/E<=0.998046875
4077 511 # ieta=16, ET=237, H/E<=0.998046875
4078 511 # ieta=16, ET=238, H/E<=0.998046875
4079 511 # ieta=16, ET=239, H/E<=0.998046875
4080 511 # ieta=16, ET=240, H/E<=0.998046875
4081 511 # ieta=16, ET=241, H/E<=0.998046875
4082 511 # ieta=16, ET=242, H/E<=0.998046875
4083 511 # ieta=16, ET=243, H/E<=0.998046875
4084 511 # ieta=16, ET=244, H/E<=0.998046875
4085 511 # ieta=16, ET=245, H/E<=0.998046875
4086 511 # ieta=16, ET=246, H/E<=0.998046875
4087 511 # ieta=16, ET=247, H/E<=0.998046875
4088 511 # ieta=16, ET=248, H/E<=0.998046875
4089 511 # ieta=16, ET=249, H/E<=0.998046875
4090 511 # ieta=16, ET=250, H/E<=0.998046875
4091 511 # ieta=16, ET=251, H/E<=0.998046875
4092 511 # ieta=16, ET=252, H/E<=0.998046875
4093 511 # ieta=16, ET=253, H/E<=0.998046875
4094 511 # ieta=16, ET=254, H/E<=0.998046875
4095 511 # ieta=16, ET=255, H/E<=0.998046875
4096 59 # ieta=17, ET=0, H/E<=0.115234375
4097 59 # ieta=17, ET=1, H/E<=0.115234375
4098 59 # ieta=17, ET=2, H/E<=0.115234375
4099 59 # ieta=17, ET=3, H/E<=0.115234375
4100 59 # ieta=17, ET=4, H/E<=0.115234375
4101 59 # ieta=17, ET=5, H/E<=0.115234375
4102 59 # ieta=17, ET=6, H/E<=0.115234375
4103 59 # ieta=17, ET=7, H/E<=0.115234375
4104 59 # ieta=17, ET=8, H/E<=0.115234375
4105 59 # ieta=17, ET=9, H/E<=0.115234375
4106 59 # ieta=17, ET=10, H/E<=0.115234375
4107 59 # ieta=17, ET=11, H/E<=0.115234375
4108 59 # ieta=17, ET=12, H/E<=0.115234375
4109 59 # ieta=17, ET=13, H/E<=0.115234375
4110 59 # ieta=17, ET=14, H/E<=0.115234375
4111 59 # ieta=17, ET=15, H/E<=0.115234375
4112 59 # ieta=17, ET=16, H/E<=0.115234375
4113 59 # ieta=17, ET=17, H/E<=0.115234375
4114 59 # ieta=17, ET=18, H/E<=0.115234375
4115 59 # ieta=17, ET=19, H/E<=0.115234375
4116 59 # ieta=17, ET=20, H/E<=0.115234375
4117 59 # ieta=17, ET=21, H/E<=0.115234375
4118 59 # ieta=17, ET=22, H/E<=0.115234375
4119 59 # ieta=17, ET=23, H/E<=0.115234375
4120 59 # ieta=17, ET=24, H/E<=0.115234375
4121 59 # ieta=17, ET=25, H/E<=0.115234375
4122 59 # ieta=17, ET=26, H/E<=0.115234375
4123 59 # ieta=17, ET=27, H/E<=0.115234375
4124 59 # ieta=17, ET=28, H/E<=0.115234375
4125 59 # ieta=17, ET=29, H/E<=0.115234375
4126 59 # ieta=17, ET=30, H/E<=0.115234375
4127 59 # ieta=17, ET=31, H/E<=0.115234375
4128 59 # ieta=17, ET=32, H/E<=0.115234375
4129 59 # ieta=17, ET=33, H/E<=0.115234375
4130 59 # ieta=17, ET=34, H/E<=0.115234375
4131 59 # ieta=17, ET=35, H/E<=0.115234375
4132 59 # ieta=17, ET=36, H/E<=0.115234375
4133 59 # ieta=17, ET=37, H/E<=0.115234375
4134 59 # ieta=17, ET=38, H/E<=0.115234375
4135 49 # ieta=17, ET=39, H/E<=0.095703125
4136 49 # ieta=17, ET=40, H/E<=0.095703125
4137 49 # ieta=17, ET=41, H/E<=0.095703125
4138 49 # ieta=17, ET=42, H/E<=0.095703125
4139 49 # ieta=17, ET=43, H/E<=0.095703125
4140 49 # ieta=17, ET=44, H/E<=0.095703125
4141 49 # ieta=17, ET=45, H/E<=0.095703125
4142 49 # ieta=17, ET=46, H/E<=0.095703125
4143 49 # ieta=17, ET=47, H/E<=0.095703125
4144 49 # ieta=17, ET=48, H/E<=0.095703125
4145 49 # ieta=17, ET=49, H/E<=0.095703125
4146 49 # ieta=17, ET=50, H/E<=0.095703125
4147 49 # ieta=17, ET=51, H/E<=0.095703125
4148 49 # ieta=17, ET=52, H/E<=0.095703125
4149 49 # ieta=17, ET=53, H/E<=0.095703125
4150 49 # ieta=17, ET=54, H/E<=0.095703125
4151 49 # ieta=17, ET=55, H/E<=0.095703125
4152 49 # ieta=17, ET=56, H/E<=0.095703125
4153 49 # ieta=17, ET=57, H/E<=0.095703125
4154 49 # ieta=17, ET=58, H/E<=0.095703125
4155 41 # ieta=17, ET=59, H/E<=0.080078125
4156 41 # ieta=17, ET=60, H/E<=0.080078125
4157 41 # ieta=17, ET=61, H/E<=0.080078125
4158 41 # ieta=17, ET=62, H/E<=0.080078125
4159 41 # ieta=17, ET=63, H/E<=0.080078125
4160 41 # ieta=17, ET=64, H/E<=0.080078125
4161 41 # ieta=17, ET=65, H/E<=0.080078125
4162 41 # ieta=17, ET=66, H/E<=0.080078125
4163 41 # ieta=17, ET=67, H/E<=0.080078125
4164 41 # ieta=17, ET=68, H/E<=0.080078125
4165 31 # ieta=17, ET=69, H/E<=0.060546875
4166 31 # ieta=17, ET=70, H/E<=0.060546875
4167 31 # ieta=17, ET=71, H/E<=0.060546875
4168 31 # ieta=17, ET=72, H/E<=0.060546875
4169 31 # ieta=17, ET=73, H/E<=0.060546875
4170 31 # ieta=17, ET=74, H/E<=0.060546875
4171 31 # ieta=17, ET=75, H/E<=0.060546875
4172 31 # ieta=17, ET=76, H/E<=0.060546875
4173 31 # ieta=17, ET=77, H/E<=0.060546875
4174 31 # ieta=17, ET=78, H/E<=0.060546875
4175 28 # ieta=17, ET=79, H/E<=0.0546875
4176 28 # ieta=17, ET=80, H/E<=0.0546875
4177 28 # ieta=17, ET=81, H/E<=0.0546875
4178 28 # ieta=17, ET=82, H/E<=0.0546875
4179 28 # ieta=17, ET=83, H/E<=0.0546875
4180 28 # ieta=17, ET=84, H/E<=0.0546875
4181 28 # ieta=17, ET=85, H/E<=0.0546875
4182 28 # ieta=17, ET=86, H/E<=0.0546875
4183 28 # ieta=17, ET=87, H/E<=0.0546875
4184 28 # ieta=17, ET=88, H/E<=0.0546875
4185 36 # ieta=17, ET=89, H/E<=0.0703125
4186 36 # ieta=17, ET=90, H/E<=0.0703125
4187 36 # ieta=17, ET=91, H/E<=0.0703125
4188 36 # ieta=17, ET=92, H/E<=0.0703125
4189 36 # ieta=17, ET=93, H/E<=0.0703125
4190 36 # ieta=17, ET=94, H/E<=0.0703125
4191 36 # ieta=17, ET=95, H/E<=0.0703125
4192 36 # ieta=17, ET=96, H/E<=0.0703125
4193 36 # ieta=17, ET=97, H/E<=0.0703125
4194 36 # ieta=17, ET=98, H/E<=0.0703125
4195 31 # ieta=17, ET=99, H/E<=0.060546875
4196 31 # ieta=17, ET=100, H/E<=0.060546875
4197 31 # ieta=17, ET=101, H/E<=0.060546875
4198 31 # ieta=17, ET=102, H/E<=0.060546875
4199 31 # ieta=17, ET=103, H/E<=0.060546875
4200 31 # ieta=17, ET=104, H/E<=0.060546875
4201 31 # ieta=17, ET=105, H/E<=0.060546875
4202 31 # ieta=17, ET=106, H/E<=0.060546875
4203 31 # ieta=17, ET=107, H/E<=0.060546875
4204 31 # ieta=17, ET=108, H/E<=0.060546875
4205 49 # ieta=17, ET=109, H/E<=0.095703125
4206 49 # ieta=17, ET=110, H/E<=0.095703125
4207 49 # ieta=17, ET=111, H/E<=0.095703125
4208 49 # ieta=17, ET=112, H/E<=0.095703125
4209 49 # ieta=17, ET=113, H/E<=0.095703125
4210 49 # ieta=17, ET=114, H/E<=0.095703125
4211 49 # ieta=17, ET=115, H/E<=0.095703125
4212 49 # ieta=17, ET=116, H/E<=0.095703125
4213 49 # ieta=17, ET=117, H/E<=0.095703125
4214 49 # ieta=17, ET=118, H/E<=0.095703125
4215 36 # ieta=17, ET=119, H/E<=0.0703125
4216 36 # ieta=17, ET=120, H/E<=0.0703125
4217 36 # ieta=17, ET=121, H/E<=0.0703125
4218 36 # ieta=17, ET=122, H/E<=0.0703125
4219 36 # ieta=17, ET=123, H/E<=0.0703125
4220 36 # ieta=17, ET=124, H/E<=0.0703125
4221 36 # ieta=17, ET=125, H/E<=0.0703125
4222 36 # ieta=17, ET=126, H/E<=0.0703125
4223 36 # ieta=17, ET=127, H/E<=0.0703125
4224 36 # ieta=17, ET=128, H/E<=0.0703125
4225 36 # ieta=17, ET=129, H/E<=0.0703125
4226 36 # ieta=17, ET=130, H/E<=0.0703125
4227 36 # ieta=17, ET=131, H/E<=0.0703125
4228 36 # ieta=17, ET=132, H/E<=0.0703125
4229 36 # ieta=17, ET=133, H/E<=0.0703125
4230 36 # ieta=17, ET=134, H/E<=0.0703125
4231 36 # ieta=17, ET=135, H/E<=0.0703125
4232 36 # ieta=17, ET=136, H/E<=0.0703125
4233 36 # ieta=17, ET=137, H/E<=0.0703125
4234 36 # ieta=17, ET=138, H/E<=0.0703125
4235 41 # ieta=17, ET=139, H/E<=0.080078125
4236 41 # ieta=17, ET=140, H/E<=0.080078125
4237 41 # ieta=17, ET=141, H/E<=0.080078125
4238 41 # ieta=17, ET=142, H/E<=0.080078125
4239 41 # ieta=17, ET=143, H/E<=0.080078125
4240 41 # ieta=17, ET=144, H/E<=0.080078125
4241 41 # ieta=17, ET=145, H/E<=0.080078125
4242 41 # ieta=17, ET=146, H/E<=0.080078125
4243 41 # ieta=17, ET=147, H/E<=0.080078125
4244 41 # ieta=17, ET=148, H/E<=0.080078125
4245 41 # ieta=17, ET=149, H/E<=0.080078125
4246 41 # ieta=17, ET=150, H/E<=0.080078125
4247 41 # ieta=17, ET=151, H/E<=0.080078125
4248 41 # ieta=17, ET=152, H/E<=0.080078125
4249 41 # ieta=17, ET=153, H/E<=0.080078125
4250 41 # ieta=17, ET=154, H/E<=0.080078125
4251 41 # ieta=17, ET=155, H/E<=0.080078125
4252 41 # ieta=17, ET=156, H/E<=0.080078125
4253 41 # ieta=17, ET=157, H/E<=0.080078125
4254 41 # ieta=17, ET=158, H/E<=0.080078125
4255 59 # ieta=17, ET=159, H/E<=0.115234375
4256 59 # ieta=17, ET=160, H/E<=0.115234375
4257 59 # ieta=17, ET=161, H/E<=0.115234375
4258 59 # ieta=17, ET=162, H/E<=0.115234375
4259 59 # ieta=17, ET=163, H/E<=0.115234375
4260 59 # ieta=17, ET=164, H/E<=0.115234375
4261 59 # ieta=17, ET=165, H/E<=0.115234375
4262 59 # ieta=17, ET=166, H/E<=0.115234375
4263 59 # ieta=17, ET=167, H/E<=0.115234375
4264 59 # ieta=17, ET=168, H/E<=0.115234375
4265 59 # ieta=17, ET=169, H/E<=0.115234375
4266 511 # ieta=17, ET=170, H/E<=0.998046875
4267 511 # ieta=17, ET=171, H/E<=0.998046875
4268 511 # ieta=17, ET=172, H/E<=0.998046875
4269 511 # ieta=17, ET=173, H/E<=0.998046875
4270 511 # ieta=17, ET=174, H/E<=0.998046875
4271 511 # ieta=17, ET=175, H/E<=0.998046875
4272 511 # ieta=17, ET=176, H/E<=0.998046875
4273 511 # ieta=17, ET=177, H/E<=0.998046875
4274 511 # ieta=17, ET=178, H/E<=0.998046875
4275 511 # ieta=17, ET=179, H/E<=0.998046875
4276 511 # ieta=17, ET=180, H/E<=0.998046875
4277 511 # ieta=17, ET=181, H/E<=0.998046875
4278 511 # ieta=17, ET=182, H/E<=0.998046875
4279 511 # ieta=17, ET=183, H/E<=0.998046875
4280 511 # ieta=17, ET=184, H/E<=0.998046875
4281 511 # ieta=17, ET=185, H/E<=0.998046875
4282 511 # ieta=17, ET=186, H/E<=0.998046875
4283 511 # ieta=17, ET=187, H/E<=0.998046875
4284 511 # ieta=17, ET=188, H/E<=0.998046875
4285 511 # ieta=17, ET=189, H/E<=0.998046875
4286 511 # ieta=17, ET=190, H/E<=0.998046875
4287 511 # ieta=17, ET=191, H/E<=0.998046875
4288 511 # ieta=17, ET=192, H/E<=0.998046875
4289 511 # ieta=17, ET=193, H/E<=0.998046875
4290 511 # ieta=17, ET=194, H/E<=0.998046875
4291 511 # ieta=17, ET=195, H/E<=0.998046875
4292 511 # ieta=17, ET=196, H/E<=0.998046875
4293 511 # ieta=17, ET=197, H/E<=0.998046875
4294 511 # ieta=17, ET=198, H/E<=0.998046875
4295 511 # ieta=17, ET=199, H/E<=0.998046875
4296 511 # ieta=17, ET=200, H/E<=0.998046875
4297 511 # ieta=17, ET=201, H/E<=0.998046875
4298 511 # ieta=17, ET=202, H/E<=0.998046875
4299 511 # ieta=17, ET=203, H/E<=0.998046875
4300 511 # ieta=17, ET=204, H/E<=0.998046875
4301 511 # ieta=17, ET=205, H/E<=0.998046875
4302 511 # ieta=17, ET=206, H/E<=0.998046875
4303 511 # ieta=17, ET=207, H/E<=0.998046875
4304 511 # ieta=17, ET=208, H/E<=0.998046875
4305 511 # ieta=17, ET=209, H/E<=0.998046875
4306 511 # ieta=17, ET=210, H/E<=0.998046875
4307 511 # ieta=17, ET=211, H/E<=0.998046875
4308 511 # ieta=17, ET=212, H/E<=0.998046875
4309 511 # ieta=17, ET=213, H/E<=0.998046875
4310 511 # ieta=17, ET=214, H/E<=0.998046875
4311 511 # ieta=17, ET=215, H/E<=0.998046875
4312 511 # ieta=17, ET=216, H/E<=0.998046875
4313 511 # ieta=17, ET=217, H/E<=0.998046875
4314 511 # ieta=17, ET=218, H/E<=0.998046875
4315 511 # ieta=17, ET=219, H/E<=0.998046875
4316 511 # ieta=17, ET=220, H/E<=0.998046875
4317 511 # ieta=17, ET=221, H/E<=0.998046875
4318 511 # ieta=17, ET=222, H/E<=0.998046875
4319 511 # ieta=17, ET=223, H/E<=0.998046875
4320 511 # ieta=17, ET=224, H/E<=0.998046875
4321 511 # ieta=17, ET=225, H/E<=0.998046875
4322 511 # ieta=17, ET=226, H/E<=0.998046875
4323 511 # ieta=17, ET=227, H/E<=0.998046875
4324 511 # ieta=17, ET=228, H/E<=0.998046875
4325 511 # ieta=17, ET=229, H/E<=0.998046875
4326 511 # ieta=17, ET=230, H/E<=0.998046875
4327 511 # ieta=17, ET=231, H/E<=0.998046875
4328 511 # ieta=17, ET=232, H/E<=0.998046875
4329 511 # ieta=17, ET=233, H/E<=0.998046875
4330 511 # ieta=17, ET=234, H/E<=0.998046875
4331 511 # ieta=17, ET=235, H/E<=0.998046875
4332 511 # ieta=17, ET=236, H/E<=0.998046875
4333 511 # ieta=17, ET=237, H/E<=0.998046875
4334 511 # ieta=17, ET=238, H/E<=0.998046875
4335 511 # ieta=17, ET=239, H/E<=0.998046875
4336 511 # ieta=17, ET=240, H/E<=0.998046875
4337 511 # ieta=17, ET=241, H/E<=0.998046875
4338 511 # ieta=17, ET=242, H/E<=0.998046875
4339 511 # ieta=17, ET=243, H/E<=0.998046875
4340 511 # ieta=17, ET=244, H/E<=0.998046875
4341 511 # ieta=17, ET=245, H/E<=0.998046875
4342 511 # ieta=17, ET=246, H/E<=0.998046875
4343 511 # ieta=17, ET=247, H/E<=0.998046875
4344 511 # ieta=17, ET=248, H/E<=0.998046875
4345 511 # ieta=17, ET=249, H/E<=0.998046875
4346 511 # ieta=17, ET=250, H/E<=0.998046875
4347 511 # ieta=17, ET=251, H/E<=0.998046875
4348 511 # ieta=17, ET=252, H/E<=0.998046875
4349 511 # ieta=17, ET=253, H/E<=0.998046875
4350 511 # ieta=17, ET=254, H/E<=0.998046875
4351 511 # ieta=17, ET=255, H/E<=0.998046875
4352 471 # ieta=18, ET=0, H/E<=0.919921875
4353 471 # ieta=18, ET=1, H/E<=0.919921875
4354 471 # ieta=18, ET=2, H/E<=0.919921875
4355 471 # ieta=18, ET=3, H/E<=0.919921875
4356 471 # ieta=18, ET=4, H/E<=0.919921875
4357 471 # ieta=18, ET=5, H/E<=0.919921875
4358 471 # ieta=18, ET=6, H/E<=0.919921875
4359 471 # ieta=18, ET=7, H/E<=0.919921875
4360 471 # ieta=18, ET=8, H/E<=0.919921875
4361 471 # ieta=18, ET=9, H/E<=0.919921875
4362 471 # ieta=18, ET=10, H/E<=0.919921875
4363 471 # ieta=18, ET=11, H/E<=0.919921875
4364 471 # ieta=18, ET=12, H/E<=0.919921875
4365 471 # ieta=18, ET=13, H/E<=0.919921875
4366 471 # ieta=18, ET=14, H/E<=0.919921875
4367 471 # ieta=18, ET=15, H/E<=0.919921875
4368 471 # ieta=18, ET=16, H/E<=0.919921875
4369 471 # ieta=18, ET=17, H/E<=0.919921875
4370 471 # ieta=18, ET=18, H/E<=0.919921875
4371 471 # ieta=18, ET=19, H/E<=0.919921875
4372 471 # ieta=18, ET=20, H/E<=0.919921875
4373 471 # ieta=18, ET=21, H/E<=0.919921875
4374 471 # ieta=18, ET=22, H/E<=0.919921875
4375 471 # ieta=18, ET=23, H/E<=0.919921875
4376 471 # ieta=18, ET=24, H/E<=0.919921875
4377 471 # ieta=18, ET=25, H/E<=0.919921875
4378 471 # ieta=18, ET=26, H/E<=0.919921875
4379 471 # ieta=18, ET=27, H/E<=0.919921875
4380 471 # ieta=18, ET=28, H/E<=0.919921875
4381 471 # ieta=18, ET=29, H/E<=0.919921875
4382 471 # ieta=18, ET=30, H/E<=0.919921875
4383 471 # ieta=18, ET=31, H/E<=0.919921875
4384 471 # ieta=18, ET=32, H/E<=0.919921875
4385 471 # ieta=18, ET=33, H/E<=0.919921875
4386 471 # ieta=18, ET=34, H/E<=0.919921875
4387 471 # ieta=18, ET=35, H/E<=0.919921875
4388 471 # ieta=18, ET=36, H/E<=0.919921875
4389 471 # ieta=18, ET=37, H/E<=0.919921875
4390 471 # ieta=18, ET=38, H/E<=0.919921875
4391 388 # ieta=18, ET=39, H/E<=0.7578125
4392 388 # ieta=18, ET=40, H/E<=0.7578125
4393 388 # ieta=18, ET=41, H/E<=0.7578125
4394 388 # ieta=18, ET=42, H/E<=0.7578125
4395 388 # ieta=18, ET=43, H/E<=0.7578125
4396 388 # ieta=18, ET=44, H/E<=0.7578125
4397 388 # ieta=18, ET=45, H/E<=0.7578125
4398 388 # ieta=18, ET=46, H/E<=0.7578125
4399 388 # ieta=18, ET=47, H/E<=0.7578125
4400 388 # ieta=18, ET=48, H/E<=0.7578125
4401 388 # ieta=18, ET=49, H/E<=0.7578125
4402 388 # ieta=18, ET=50, H/E<=0.7578125
4403 388 # ieta=18, ET=51, H/E<=0.7578125
4404 388 # ieta=18, ET=52, H/E<=0.7578125
4405 388 # ieta=18, ET=53, H/E<=0.7578125
4406 388 # ieta=18, ET=54, H/E<=0.7578125
4407 388 # ieta=18, ET=55, H/E<=0.7578125
4408 388 # ieta=18, ET=56, H/E<=0.7578125
4409 388 # ieta=18, ET=57, H/E<=0.7578125
4410 388 # ieta=18, ET=58, H/E<=0.7578125
4411 317 # ieta=18, ET=59, H/E<=0.619140625
4412 317 # ieta=18, ET=60, H/E<=0.619140625
4413 317 # ieta=18, ET=61, H/E<=0.619140625
4414 317 # ieta=18, ET=62, H/E<=0.619140625
4415 317 # ieta=18, ET=63, H/E<=0.619140625
4416 317 # ieta=18, ET=64, H/E<=0.619140625
4417 317 # ieta=18, ET=65, H/E<=0.619140625
4418 317 # ieta=18, ET=66, H/E<=0.619140625
4419 317 # ieta=18, ET=67, H/E<=0.619140625
4420 317 # ieta=18, ET=68, H/E<=0.619140625
4421 276 # ieta=18, ET=69, H/E<=0.5390625
4422 276 # ieta=18, ET=70, H/E<=0.5390625
4423 276 # ieta=18, ET=71, H/E<=0.5390625
4424 276 # ieta=18, ET=72, H/E<=0.5390625
4425 276 # ieta=18, ET=73, H/E<=0.5390625
4426 276 # ieta=18, ET=74, H/E<=0.5390625
4427 276 # ieta=18, ET=75, H/E<=0.5390625
4428 276 # ieta=18, ET=76, H/E<=0.5390625
4429 276 # ieta=18, ET=77, H/E<=0.5390625
4430 276 # ieta=18, ET=78, H/E<=0.5390625
4431 271 # ieta=18, ET=79, H/E<=0.529296875
4432 271 # ieta=18, ET=80, H/E<=0.529296875
4433 271 # ieta=18, ET=81, H/E<=0.529296875
4434 271 # ieta=18, ET=82, H/E<=0.529296875
4435 271 # ieta=18, ET=83, H/E<=0.529296875
4436 271 # ieta=18, ET=84, H/E<=0.529296875
4437 271 # ieta=18, ET=85, H/E<=0.529296875
4438 271 # ieta=18, ET=86, H/E<=0.529296875
4439 271 # ieta=18, ET=87, H/E<=0.529296875
4440 271 # ieta=18, ET=88, H/E<=0.529296875
4441 299 # ieta=18, ET=89, H/E<=0.583984375
4442 299 # ieta=18, ET=90, H/E<=0.583984375
4443 299 # ieta=18, ET=91, H/E<=0.583984375
4444 299 # ieta=18, ET=92, H/E<=0.583984375
4445 299 # ieta=18, ET=93, H/E<=0.583984375
4446 299 # ieta=18, ET=94, H/E<=0.583984375
4447 299 # ieta=18, ET=95, H/E<=0.583984375
4448 299 # ieta=18, ET=96, H/E<=0.583984375
4449 299 # ieta=18, ET=97, H/E<=0.583984375
4450 299 # ieta=18, ET=98, H/E<=0.583984375
4451 276 # ieta=18, ET=99, H/E<=0.5390625
4452 276 # ieta=18, ET=100, H/E<=0.5390625
4453 276 # ieta=18, ET=101, H/E<=0.5390625
4454 276 # ieta=18, ET=102, H/E<=0.5390625
4455 276 # ieta=18, ET=103, H/E<=0.5390625
4456 276 # ieta=18, ET=104, H/E<=0.5390625
4457 276 # ieta=18, ET=105, H/E<=0.5390625
4458 276 # ieta=18, ET=106, H/E<=0.5390625
4459 276 # ieta=18, ET=107, H/E<=0.5390625
4460 276 # ieta=18, ET=108, H/E<=0.5390625
4461 388 # ieta=18, ET=109, H/E<=0.7578125
4462 388 # ieta=18, ET=110, H/E<=0.7578125
4463 388 # ieta=18, ET=111, H/E<=0.7578125
4464 388 # ieta=18, ET=112, H/E<=0.7578125
4465 388 # ieta=18, ET=113, H/E<=0.7578125
4466 388 # ieta=18, ET=114, H/E<=0.7578125
4467 388 # ieta=18, ET=115, H/E<=0.7578125
4468 388 # ieta=18, ET=116, H/E<=0.7578125
4469 388 # ieta=18, ET=117, H/E<=0.7578125
4470 388 # ieta=18, ET=118, H/E<=0.7578125
4471 299 # ieta=18, ET=119, H/E<=0.583984375
4472 299 # ieta=18, ET=120, H/E<=0.583984375
4473 299 # ieta=18, ET=121, H/E<=0.583984375
4474 299 # ieta=18, ET=122, H/E<=0.583984375
4475 299 # ieta=18, ET=123, H/E<=0.583984375
4476 299 # ieta=18, ET=124, H/E<=0.583984375
4477 299 # ieta=18, ET=125, H/E<=0.583984375
4478 299 # ieta=18, ET=126, H/E<=0.583984375
4479 299 # ieta=18, ET=127, H/E<=0.583984375
4480 299 # ieta=18, ET=128, H/E<=0.583984375
4481 299 # ieta=18, ET=129, H/E<=0.583984375
4482 299 # ieta=18, ET=130, H/E<=0.583984375
4483 299 # ieta=18, ET=131, H/E<=0.583984375
4484 299 # ieta=18, ET=132, H/E<=0.583984375
4485 299 # ieta=18, ET=133, H/E<=0.583984375
4486 299 # ieta=18, ET=134, H/E<=0.583984375
4487 299 # ieta=18, ET=135, H/E<=0.583984375
4488 299 # ieta=18, ET=136, H/E<=0.583984375
4489 299 # ieta=18, ET=137, H/E<=0.583984375
4490 299 # ieta=18, ET=138, H/E<=0.583984375
4491 317 # ieta=18, ET=139, H/E<=0.619140625
4492 317 # ieta=18, ET=140, H/E<=0.619140625
4493 317 # ieta=18, ET=141, H/E<=0.619140625
4494 317 # ieta=18, ET=142, H/E<=0.619140625
4495 317 # ieta=18, ET=143, H/E<=0.619140625
4496 317 # ieta=18, ET=144, H/E<=0.619140625
4497 317 # ieta=18, ET=145, H/E<=0.619140625
4498 317 # ieta=18, ET=146, H/E<=0.619140625
4499 317 # ieta=18, ET=147, H/E<=0.619140625
4500 317 # ieta=18, ET=148, H/E<=0.619140625
4501 317 # ieta=18, ET=149, H/E<=0.619140625
4502 317 # ieta=18, ET=150, H/E<=0.619140625
4503 317 # ieta=18, ET=151, H/E<=0.619140625
4504 317 # ieta=18, ET=152, H/E<=0.619140625
4505 317 # ieta=18, ET=153, H/E<=0.619140625
4506 317 # ieta=18, ET=154, H/E<=0.619140625
4507 317 # ieta=18, ET=155, H/E<=0.619140625
4508 317 # ieta=18, ET=156, H/E<=0.619140625
4509 317 # ieta=18, ET=157, H/E<=0.619140625
4510 317 # ieta=18, ET=158, H/E<=0.619140625
